Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
sequra/honeybadger,community,1.2.0,2023-01-04,2022-09-12,1229,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,10.4K,7,0
sequring/infakt,community,0.2.3,2023-01-07,2023-01-07,1226,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.1K,3,0
serenityzn/deepgram,community,0.1.4,2026-03-24,2026-03-18,54,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,268,5,0
serenityzn/redshift,community,1.3.6,2026-05-05,2025-12-15,12,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,4.4K,9,0
sergeyyegournov/kafka,community,1.1.0,2024-01-25,2024-01-25,843,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,919,1,0
sergeyyegournov/rgw,community,1.0.16,2024-07-10,2024-06-29,676,,,,✅,,✅,,,,6,0,0,0,0,0,0,0,6,,6.4K,12,0
sergeyyegournov/xui,community,0.3.7,2026-04-29,2026-04-13,18,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,826,25,0
sergo-techhub/updown,community,0.1.0,2025-12-23,2025-12-23,145,,,✅,,,,✅,,,4,0,1,0,0,0,0,0,5,,98,1,0
sergsoloviev/vscale,community,0.0.3,2021-05-02,2021-04-30,1841,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,50.9K,2,0
serhiimakogon/ksql,community,1.2.2,2023-04-20,2022-11-28,1123,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,43.4K,39,0
serialt/message,community,0.1.1,2024-03-27,2024-03-27,781,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,839,2,0
serialt/nexus,community,2.2.3,2024-06-04,2024-06-04,712,,,✅,,,,✅,,,65,0,64,0,0,0,0,0,129,,39.9K,2,8
serialt/template,community,2.2.1,2024-03-29,2024-03-29,779,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,598,1,0
serpro69/sak,community,0.1.0,2025-05-27,2025-05-27,355,,,,✅,,✅,,,,0,0,0,0,0,0,1,0,1,,290,1,0
Serruboy-Terraform/cproviderpublicip,community,0.0.17,2023-02-05,2023-02-05,1197,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,3.4K,3,0
ServalHQ/serval,community,0.26.0,2026-03-26,2025-09-02,52,,,,✅,,✅,,,,15,0,32,0,0,0,0,0,47,,6.4K,45,0
serverscamp/scamp,community,1.3.0,2026-01-03,2025-08-26,134,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,332,5,0
serverscom/serverscom,community,0.5.8,2026-04-23,2020-12-16,24,,,✅,,,,✅,,,6,0,6,0,0,0,0,2,12,,1.3M,25,0
servicetitan/sendgrid,community,0.5.2,2025-05-06,2025-05-02,376,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,2.1K,3,0
Serviceware/swp,community,0.2.1,2025-11-28,2025-03-21,170,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,586,4,0
Serviceware/vaultkeycloak,community,0.7.4,2025-03-21,2021-08-13,422,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,50.8K,13,0
sethbacon/registry,community,0.3.2,2026-05-07,2026-03-21,10,,,,✅,,✅,,,,14,0,11,0,0,0,0,0,25,,111,7,0
sethvargo/berglas,community,0.3.0,2022-12-31,2020-08-13,1233,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,120.0K,3,0
sethvargo/filesystem,community,1.0.0,2022-12-31,2018-05-08,1233,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,10.3K,3,0
sethvargo/googlecalendar,community,0.3.1,2020-08-24,2020-08-24,2092,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,19.9K,11,0
sevalla-hosting/sevalla,community,1.0.2,2026-03-06,2026-03-06,72,,,✅,,,,✅,,,28,0,18,0,0,0,0,0,46,,309,3,0
SevenPico/context,community,0.0.3,2023-01-29,2023-01-29,1204,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,3.5K,3,0
SevenPico/meta,community,0.0.3,2022-10-11,2022-10-07,1314,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,5.5K,4,0
severalnines/ccx,community,0.4.7,2025-04-23,2021-05-20,389,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,26.1K,24,0
severalnines/clustercontrol,community,0.2.24,2026-05-07,2024-04-11,10,,,✅,,,,✅,,,4,0,0,0,0,0,0,11,4,,10.4K,13,0
severgroup-tt/circleci,community,0.6.7,2021-09-13,2021-09-13,1707,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.8K,2,0
Sewci0/azurerm,community,0.0.2,2023-02-14,2023-02-14,1188,,,✅,,,,✅,,,928,0,299,0,0,0,0,8,"1,227",,765,1,96
sgammon/segment,community,0.2.1,2021-07-03,2021-07-03,1779,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.2K,1,0
shadeform/shadeform,community,0.1.3,2025-07-08,2025-07-02,313,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,585,4,0
shakefu/probe,community,0.3.0,2026-04-01,2026-01-21,46,,,,✅,,✅,,,,0,0,2,0,0,0,0,0,2,,4.9K,2,0
shakenfist/shakenfist,community,0.2.5,2020-08-13,2020-08-13,2103,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,6.4K,1,0
shanedabes/bigip,community,1.9.5,2021-05-20,2021-05-19,1823,,,✅,,,,✅,,,49,0,7,0,0,0,0,0,56,,20.9K,5,0
shanedabes/bigippg,community,1.9.1,2021-07-09,2021-07-09,1773,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.3K,1,0
shanedabes/infoblox,community,1.1.3,2020-10-20,2020-10-20,2035,,,✅,,,,✅,,,7,0,1,0,0,0,0,0,8,,166.3K,1,0
shaowenchen/qingcloud,community,1.2.6,2020-08-20,2020-08-19,2096,,,✅,,,,✅,,,14,0,1,0,0,0,0,0,15,,5.8K,2,0
shapeblue/cloudstack,community,0.5.0,2024-04-09,2024-03-15,768,,,✅,,,,✅,,,35,0,11,0,0,0,0,0,46,,1.6K,2,0
ShaperTools/repository-template,community,0.3.2,2025-08-20,2025-08-20,270,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,421,1,0
sharekey/exoscale,community,1.0.0,2022-04-24,2022-04-24,1484,,,✅,,,,✅,,,24,0,13,0,0,0,0,1,37,,2.8K,1,1
sharekey/keycloak,community,1.1.0,2022-05-27,2022-05-24,1451,,,✅,,,,✅,,,69,0,14,0,0,0,0,0,83,,4.0K,2,0
SharkyRawr/cloudns,community,0.0.7,2022-04-14,2022-04-14,1494,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,7.0K,1,0
shebang-labs/postmark,community,0.2.4,2023-06-21,2022-10-24,1061,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,120.5K,4,0
shekeriev/virtualbox,community,0.0.4,2022-04-10,2022-04-09,1498,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,41.6K,4,0
shekhar-jha/env,community,0.1.1,2021-03-21,2021-03-17,1883,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,164.0K,3,0
shellscape/sentry,community,0.1.6,2025-09-13,2025-09-13,246,,,,✅,,✅,,,,21,0,12,0,0,0,0,0,33,,846,7,0
shellscape/supabase,community,0.1.10,2025-09-09,2025-09-07,250,,,,✅,,✅,,,,7,0,5,0,0,0,0,0,12,,1.5K,11,0
shelmangroup/proxmox,community,2.10.0,2023-05-02,2023-05-02,1111,,,✅,,,,✅,,,2,0,0,0,0,0,0,2,2,,1.2K,1,0
shencan/aliyun,community,0.0.6,2025-08-26,2023-12-04,264,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.4M,5,0
Sheryphdeen/sherifdeen,community,0.4.4,2023-06-15,2023-06-15,1067,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,848,1,0
sHesl/imagesync,community,0.0.8,2021-03-13,2020-09-19,1891,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,129.1K,8,0
shihanng/installer,community,0.6.1,2023-07-17,2022-01-30,1035,,,✅,,,,✅,,,5,0,2,0,0,0,0,0,7,,16.1K,10,0
shin1ohno/rtx,community,0.13.0,2026-05-11,2026-01-25,6,,,✅,,,,✅,,,49,0,0,0,0,0,0,0,49,,934,18,0
shipa-corp/ketch,community,0.0.1,2021-11-04,2021-11-04,1655,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,6.8K,3,0
shipa-corp/shipa,partner,0.0.18,2022-10-13,2021-07-08,1312,,,✅,,,,✅,,,13,0,4,0,0,0,0,0,17,,56.8K,18,0
shmyer/ksqldb,community,0.3.2,2023-11-07,2023-09-18,922,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,13.7K,6,0
shoehorn-dev/shoehorn,community,0.2.2,2026-05-07,2026-02-07,10,,,,✅,,✅,,,,10,0,9,0,0,0,0,0,19,,265,5,0
shonun1/pagerduty,community,3.16.1,2024-07-26,2024-07-26,660,,,✅,,,,✅,,,43,0,29,0,0,0,0,0,72,,663,2,0
shorelinesoftware/shoreline,partner,1.15.38,2025-04-22,2021-06-25,390,,,✅,,,,✅,,,15,0,1,0,0,0,0,1,16,,568.5K,94,0
showmant/sendgrid,community,1.0.0,2024-09-18,2024-09-18,606,,,,✅,,✅,,,,15,0,15,0,0,0,0,0,30,,534,1,0
shubhambjadhavar/adldap,community,1.1.2,2021-08-19,2021-08-19,1732,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,5.6K,1,0
shubhambjadhavar/expensify,community,1.0.6,2021-07-01,2021-06-08,1781,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,27.5K,7,0
shubhambjadhavar/googleworkspace,community,0.7.4,2022-03-03,2021-12-20,1536,,,✅,,,,✅,,,13,0,13,0,0,0,0,0,26,,23.9K,11,0
shubhambjadhavar/office365,community,1.0.7,2022-03-02,2021-08-31,1537,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,10.2K,6,0
shubhambjadhavar/sensu,community,1.0.3,2024-03-01,2024-03-01,807,,,✅,,,,✅,,,15,0,15,0,0,0,0,0,30,,3.3K,2,0
shubhambjadhavar/zoom,community,1.0.14,2021-10-01,2021-08-25,1689,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,6.5K,4,0
shunyeka-spl/autobotai,community,0.0.7,2023-08-24,2022-12-27,997,,,✅,,,,✅,,,17,0,0,0,0,0,0,0,17,,5.6K,6,0
shunyeka-spl/conformity,community,1.1.1,2021-04-10,2021-04-10,1863,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,15.4K,2,0
shuoliugit/hashicups,community,2.24.0,2022-08-29,2022-08-29,1357,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,6.6K,5,0
Shuttlerock/envbuilder,community,1.1.0,2024-12-23,2024-12-23,510,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,137,1,0
siberianmh/discord,community,0.0.2,2021-03-06,2021-01-19,1898,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,4.8K,2,0
siderolabs/talos,partner-premier,0.11.0,2026-04-27,2022-06-13,20,,,✅,,,,✅,,,5,0,9,5,0,0,0,2,19,,4.5M,49,0
sidkik/sidkik,community,0.1.3,2022-01-30,2021-12-16,1568,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,4.8K,3,0
Sidler1/kineticpanel,community,0.1.14,2025-11-08,2025-11-07,190,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,1.2K,14,0
sidpalas/planetscale,community,1.1.0-postgres-db,2026-03-09,2026-03-09,69,,,,✅,,✅,,,,6,0,12,0,0,0,0,0,18,,38,1,0
sidpremkumar/signoz,community,1.0.42,2025-08-01,2025-07-23,289,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,36.7K,35,0
siegy22/zabbix,community,1.3.4,2024-07-14,2024-07-12,672,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,1.1K,3,0
SierraJC/coolify,community,0.10.2,2025-08-17,2024-11-03,273,,,,✅,,✅,,,,8,0,13,0,0,0,0,0,21,,7.8K,12,0
Siffletapp/sifflet,community,0.0.5,2024-02-01,2024-01-16,836,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,7.4K,5,0
siffletdata/sifflet,community,0.9.0,2026-04-28,2024-01-16,19,,,,✅,,✅,,,,6,0,7,0,0,0,0,0,13,,13.1K,21,0
SiftScience/zookeeper,community,1.2.1,2024-10-02,2024-09-04,592,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,497,2,0
Sighery/njalla,community,0.10.0,2022-08-14,2020-08-03,1372,,,✅,,,,✅,,,10,0,0,0,0,0,0,1,10,,8.9K,4,0
sightmachine/github,community,1.0.0,2025-04-14,2025-04-14,398,,,✅,,,,✅,,,71,0,62,0,0,0,0,0,133,,529,1,0
sigmadigitalza/godaddy-domains,community,0.2.0,2021-12-17,2021-05-27,1612,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,9.4K,2,0
sigmadigitalza/identity-platform,community,0.3.0,2021-12-17,2021-05-27,1612,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,9.1K,3,0
sigmadigitalza/vercel,community,0.5.2,2021-12-15,2021-05-27,1614,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,30.4K,14,0
signalsciences/sigsci,partner,3.8.0,2026-02-24,2020-09-17,82,,,✅,,,,✅,,,21,0,1,0,0,0,0,2,22,,1.5M,61,0
SigNoz/signoz,community,0.0.11,2025-11-14,2024-07-08,184,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,160.8K,10,0
siimrebane/waldur,community,0.2.0,2026-05-10,2026-01-05,7,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,159,3,0
siinm/foxglove-cloud,community,1.0.1,2024-10-18,2024-10-18,576,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,455,2,0
siinm/livekit,community,1.1.1,2024-11-14,2024-06-25,549,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,951,3,0
sikalabs/secret,community,0.1.0-dev-1,2021-11-11,2021-11-11,1648,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.5K,1,0
sikalabsx/slr,community,0.2.0,2025-11-21,2025-11-21,177,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,224,2,0
sikalabsx/slu,community,0.4.0,2025-09-19,2025-01-01,240,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,1.3K,4,0
Silabs-UTF/hwmux,community,1.5.0,2025-01-02,2022-12-20,500,,,,✅,,✅,,,,6,0,6,0,0,0,0,0,12,,13.6K,15,0
silenium-dev/hetzner-robot,community,3.5.6,2026-01-15,2024-06-18,122,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,509.7K,8,0
SilverCory/sealedsecrets,community,0.0.7,2022-09-05,2022-06-15,1350,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,18.6K,6,0
silvercrown07/appvantage,community,0.2.0,2024-07-24,2024-07-24,662,,,,✅,,✅,,,,0,0,0,0,0,0,1,0,1,,922,1,0
SiM22/kasm,community,0.1.0,2025-02-27,2025-02-24,444,,,✅,,,,✅,,,19,0,3,0,0,0,0,10,22,,591,2,0
SiM22/semaphoreui,community,1.5.1,2026-03-22,2026-03-21,56,,,,✅,,✅,,,,10,0,12,0,0,0,0,0,22,,111,2,0
simiancreative/sentry,community,0.1.1,2023-09-13,2023-09-13,977,,,,,,,,,,12,0,7,0,0,0,0,0,19,,957,2,0
Simon-Boyer/openslo,community,0.1.6,2023-07-04,2023-05-23,1048,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,9.8K,5,0
simon-engledew/postgresql,community,1.26.0,2026-03-02,2026-03-02,76,,,✅,,,,✅,,,16,0,3,0,0,0,0,0,19,,111.8K,1,0
SimonPrinz/ufw,community,1.0.1,2026-02-01,2026-01-23,105,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,158,2,0
simontabor/slack,community,1.3.0,2025-12-22,2025-12-22,146,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,256,1,1
simpl-it-srl/dockhand,community,0.2.4,2026-03-07,2026-03-07,71,,,,✅,,✅,,,,35,0,15,0,0,0,0,0,50,,322,5,0
simple-machines/anaml,community,0.0.72,2023-10-24,2021-05-13,936,,,✅,,,,✅,,,19,0,10,0,0,0,0,0,29,,70.4K,35,0
simple-machines/anaml-operations,community,0.0.72,2023-10-24,2021-05-13,936,,,✅,,,,✅,,,19,0,10,0,0,0,0,0,29,,64.5K,32,0
simplesurance/bunny,community,0.10.0,2022-11-14,2021-11-04,1280,,,✅,,,,✅,,,4,0,0,0,0,0,0,3,4,,145.3K,11,0
simplia/current-deployment,community,0.0.6,2021-02-15,2021-02-15,1917,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,9.1K,5,0
simplia/deployment,community,0.0.4,2021-02-18,2021-02-15,1914,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,7.5K,2,0
simplifyk8s/tls,community,4.1.1,2025-01-24,2025-01-23,478,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,653,2,0
sinergise/kapacitor,community,0.4.1,2022-09-27,2022-09-26,1328,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.0K,2,0
singhragvendra503/jenkins,community,1.0.2,2025-06-29,2025-06-29,322,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,85,1,0
singlestore-labs/singlestoredb,partner,0.1.15,2026-04-28,2023-05-15,19,,,,✅,,✅,,,,12,0,21,0,0,0,0,0,33,,48.6K,22,0
sioncojp/jamf,community,1.0.8,2020-12-03,2020-09-29,1991,,,✅,,,,✅,,,6,0,6,0,0,0,0,0,12,,15.8K,8,2
sirance/vsphere,community,0.0.9,2022-01-13,2022-01-11,1585,,,✅,,,,✅,,,39,0,23,0,0,0,0,0,62,,21.8K,6,7
sirateek/milvus,community,0.5.0,2026-04-07,2026-04-06,40,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,130,4,0
Sisu-Tech/jwt,community,0.0.3,2024-11-05,2024-10-29,558,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,19.9K,3,0
site24x7/site24x7,partner,2.0.5,2026-03-09,2021-10-14,69,,,✅,,,,✅,,,39,0,14,0,0,0,0,0,53,,1.9M,110,0
sitecoreops-terraform/sitecoreai,community,1.0.3,2026-04-21,2026-01-14,26,,,,✅,,✅,,,,11,0,3,0,0,0,0,0,14,,1.7K,10,2
sitecoreops-terraform/sitecoreauthoring,community,1.0.0,2026-05-06,2026-05-05,11,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,85,2,0
sitecoreops-terraform/sitecoreedge,community,0.1.1,2026-04-22,2026-04-10,25,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,466,2,0
sitehostnz/sitehost,community,1.3.0,2025-06-12,2022-07-14,339,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,8.7K,5,0
sivchari/slack,community,0.4.0,2025-01-10,2024-12-31,492,,,,✅,,✅,,,,1,0,3,0,0,0,0,0,4,,701,4,0
SizZiKe/lambdabased,community,0.1.2,2023-04-27,2023-04-27,1116,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,19.5K,1,0
sjkchang/polar,community,0.2.1,2026-05-07,2026-02-19,10,,,,✅,,✅,,,,8,0,2,0,0,0,0,0,10,,1.4K,6,0
sk-telemed/jira,community,1.1.0,2021-07-14,2021-07-14,1768,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,4.5K,2,0
Skatteetaten/tilgangsportalen,community,0.13.0,2026-03-17,2024-05-31,61,,,,✅,,✅,,,,4,0,7,0,0,0,0,0,11,,54.3K,20,0
Skedulo/kustomization,community,0.7.0-rc8,2021-10-04,2021-09-07,1686,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,22.1K,5,0
skeggse/metadata,community,0.2.1,2023-10-16,2021-06-22,944,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,278.0K,3,0
Skilldus/contrail,community,1.0.2,2023-04-28,2023-04-28,1115,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,441,1,0
skudriavtsev/infoblox,community,2.2.10,2023-05-29,2022-12-07,1084,,,✅,,,,✅,,,18,0,10,0,0,0,0,0,28,,2.8K,4,0
skwair/livebox,community,0.3.0,2025-02-22,2023-05-30,449,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.5K,2,0
Skybound1/skybound,community,2.6.2,2025-12-29,2025-12-29,139,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,185,2,0
skydivervrn/jetbrains-space,community,0.1.10,2023-09-05,2023-07-14,985,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,5.3K,7,0
skydivervrn/space,community,0.1.10,2023-09-05,2023-01-04,985,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,7.4K,9,0
skydivervrn/version-validator,community,0.0.6,2023-08-03,2023-08-02,1018,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,490.5K,2,0
skymanrm/fmailer,community,1.0.3,2025-11-05,2025-11-05,193,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,140,1,0
skyscrapr/cloudability,community,0.0.40,2024-11-18,2020-11-06,545,,,,✅,,✅,,,,7,0,4,0,0,0,0,0,11,,288.4K,24,0
skyscrapr/okteto,community,0.0.16,2023-10-26,2023-07-24,934,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,8.0K,15,0
skyscrapr/openai,community,1.8.1,2025-06-15,2023-06-05,336,,,,✅,,✅,,,,6,0,10,0,0,0,0,0,16,,36.4K,43,0
skyscrapr/pinecone,community,0.6.0,2024-03-26,2023-09-14,782,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,26.6K,10,0
skyscrapr/zilliz,community,1.1.1,2023-12-19,2023-11-23,880,,,,✅,,✅,,,,1,0,5,0,0,0,0,0,6,,5.0K,5,0
skysqlinc/skysql,partner,3.5.4,2026-04-09,2024-02-13,38,,,,✅,,✅,,,,4,0,5,0,0,0,0,2,9,,12.3K,18,0
skysqlinc/skysql-beta,partner,3.5.4,2026-04-09,2024-02-12,38,,,,✅,,✅,,,,4,0,5,0,0,0,0,2,9,,4.1K,18,0
skytap/skytap,partner,0.15.1,2022-11-04,2020-12-18,1290,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,84.9K,5,0
sl-benoitoyez/keycloak,community,3.1.0-rc.2,2021-05-06,2021-04-06,1837,,,✅,,,,✅,,,53,0,12,0,0,0,0,0,65,,8.9K,4,0
sl-cloud-platform/mssql,community,0.2.4,2021-11-22,2021-09-27,1637,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,1.4M,3,0
sl0wc0d3r/aws,community,3.61.0,2021-10-01,2021-10-01,1689,,,✅,,,,✅,,,662,0,229,0,0,0,0,4,891,,1.9K,1,126
sl0wc0d3r/azurerm,community,2.81.1,2021-10-15,2021-10-15,1675,,,✅,,,,✅,,,697,0,216,0,0,0,0,10,913,,2.0K,1,81
sl1pm4t/kops,community,1.31.1,2025-04-17,2023-11-15,395,,,✅,,,,✅,,,3,0,4,0,0,0,0,1,7,,4.3K,11,0
slalom-consulting-ltd/apigwdeployment,community,1.4.0,2021-03-19,2021-03-18,1885,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,11.7K,5,0
slcp/influxdb-v2,community,0.5.3,2024-04-29,2023-12-15,748,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,19.0K,10,0
SleeplessNightEvent/dgm,community,1.1.0,2025-01-19,2025-01-14,483,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,392,2,0
sleuth-io/sleuth,community,0.7.1,2025-07-22,2021-11-08,299,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,70.3K,41,0
slok/dataprocessor,community,0.4.0,2022-08-11,2022-08-06,1375,,,,✅,,✅,,,,0,0,3,0,0,0,0,0,3,,2.1M,4,0
slok/goplugin,community,0.5.1,2022-11-07,2022-08-18,1287,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,33.5K,7,0
slok/onepasswordorg,community,0.6.0,2024-10-22,2022-03-14,572,,,,✅,,✅,,,,6,0,3,0,0,0,0,0,9,,25.9K,7,0
slopez93/luzmo,community,1.0.1,2025-03-13,2024-09-23,430,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,3.5K,9,0
slvggo/mongodb,community,1.0.0,2025-06-09,2025-06-09,342,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,618.3K,1,0
slvggo/mongodb,community,1.0.0,2025-06-09,2025-06-09,342,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,618.3K,1,0
smallstep/smallstep,community,0.7.0,2026-02-04,2023-04-26,102,,,,✅,,✅,,,,12,0,13,0,0,0,0,0,25,,12.1K,10,0
smartcontracts/hexagate,community,0.4.1,2025-09-25,2025-01-23,234,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.7K,11,0
smartfire-company/ovh,community,0.11.0,2021-03-23,2020-10-03,1881,,,✅,,,,✅,,,36,0,26,0,0,0,0,0,62,,22.5K,12,0
smartxworks/cloudtower,community,0.12.1,2025-08-29,2022-06-02,261,,,✅,,,,✅,,,6,0,10,0,0,0,0,0,16,,9.8K,8,0
smc-x/smc,community,0.3.1,2022-11-21,2022-11-03,1273,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,11.8K,11,0
smehboub/incapsula,community,2.7.3-pre,2021-03-12,2021-03-12,1892,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,2.6K,1,0
smehboub/ultradns,community,0.1.4,2022-01-31,2019-11-26,1567,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,7.4K,4,0
smheidrich/github-fine-grained-token,community,0.1.0-rc6,2023-12-27,2023-12-27,872,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,980,3,0
SMillerDev/mosyle,community,0.1.6,2024-12-30,2022-07-18,503,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,9.8K,7,0
smishra96/tfe,community,0.0.3,2025-09-22,2025-09-18,237,,,✅,,,,✅,,,53,0,33,2,0,0,0,0,88,,322,3,0
SMNT-UK/endpointmonitor,community,0.3.1,2025-03-15,2022-08-29,428,,,,✅,,✅,,,,15,0,18,0,0,0,0,0,33,,6.9K,8,0
sms-system/diff-state,community,1.0.0,2023-06-09,2023-06-09,1073,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.2K,1,0
sms-system/values,community,0.3.0,2023-06-23,2023-06-12,1059,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.8K,2,0
smuriana/apirest,community,0.0.15,2023-02-15,2023-01-16,1187,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,13.9K,13,0
smuriana/restapi,community,2.0.0,2023-01-04,2023-01-04,1229,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.4K,1,0
smutel/centreon,community,0.0.3,2019-11-03,2020-10-11,2387,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,6.2K,3,0
