Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
SatoriCyber/satori,partner,0.2.13,2026-05-21,,7,,,✅,,,,✅,,,11,0,3,0,0,0,0,0,14,,"160,948",47,0
atypon/zabbix,community,0.0.2,2023-08-20,,1011,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,"160,510",2,0
CiscoDevNet/catalystcenter,partner,0.5.15,2026-05-27,,1,,,,✅,,✅,,,,93,0,78,0,0,0,0,3,171,,"160,035",67,14
valtix-security/valtix,partner,25.9.2,2025-10-30,,209,,,✅,,,,✅,,,32,0,27,0,0,0,0,1,59,,"158,244",63,0
opensource-cdnvideo/cdnvideo,community,1.6.0,2026-05-19,,8,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,"158,188",9,0
spatel96/ultradns,community,1.0.0,2021-04-06,,1877,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"157,247",1,0
baidubce/baiducloud,community,1.23.2,2026-05-26,,2,,,✅,,,,✅,,,94,0,75,0,0,0,0,0,169,,"157,151",138,28
edgedb/libvirt,community,0.7.91,2023-03-27,,1157,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"156,382",2,0
britive/britive,partner,2.3.1,2026-05-05,,23,,,✅,,,,✅,,,28,0,9,0,0,0,0,0,37,,"155,765",51,4
DrFaust92/influxdb,community,1.8.6,2025-01-03,,510,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"155,733",4,0
chronark/vercel,community,0.14.4,2022-02-08,,1570,,,✅,,,,✅,,,5,0,2,0,0,0,0,0,7,,"155,716",33,0
MagaluCloud/mgc,partner,0.50.0,2026-05-19,,8,,,,✅,,✅,,,,32,0,66,0,0,0,0,14,98,,"155,445",60,11
nifcloud/nifcloud,community,1.18.0,2025-12-09,,170,,,✅,,,,✅,,,43,0,1,0,0,0,0,0,44,,"155,305",27,9
MaterializeInc/materialize,partner,0.11.3,2026-05-05,,23,,,✅,,,,✅,,,66,0,26,0,0,0,0,1,92,,"154,507",84,0
gridscale/gridscale,partner,2.3.0,2025-12-08,,171,,,✅,,,,✅,,,32,0,20,0,0,0,0,0,52,,"153,847",61,0
camarrone/vsphere,community,0.1.6,2022-11-16,,1288,,,✅,,,,✅,,,39,0,23,0,0,0,0,0,62,,"153,389",5,7
bflad/scaffoldingtest,community,0.1.0,2021-12-01,,1639,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,"152,222",1,0
appgate/appgatesdp,community,1.23.1,2026-02-26,,90,,,✅,,,,✅,,,35,0,21,0,0,0,0,5,56,,"152,037",68,0
camunda-community-hub/camunda,community,0.0.11,2026-02-18,,98,,,,✅,,✅,,,,5,0,3,0,0,0,0,0,8,,"150,996",5,0
honkyjive/cloudhealth,community,1.0.1,2020-10-13,,2052,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"150,937",1,0
rossumai/secret,community,1.2.1,2022-09-15,,1350,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"150,817",1,0
rubencosta/ansible,community,1.1.0-alpha.0,2024-09-02,,632,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"150,752",2,0
mecodia/pass,community,3.1.0,2022-12-15,,1260,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"149,978",2,0
tdabasinskas/backstage,community,3.1.0,2024-11-22,,551,,,,✅,,✅,,,,1,0,9,0,0,0,0,0,10,,"149,768",14,0
nobbs/sops,community,0.3.1,2025-09-22,,247,,,,✅,,✅,,,,0,0,0,0,0,0,4,0,4,,"147,595",5,0
indentinc/sendgrid,community,1.0.1,2022-11-17,,1287,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,"147,456",2,0
fortanix/dsm,partner,0.5.36,2025-09-18,,252,,,✅,,,,✅,,,22,0,11,0,0,0,0,9,33,,"147,306",29,0
SneakyBugs/k3d,community,1.0.1,2022-11-29,,1275,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"147,067",2,0
figma/slack,community,1.3.2,2023-05-22,,1101,,,✅,,,,✅,,,2,0,3,0,0,0,0,0,5,,"147,032",1,1
sorcero/go-cat,community,0.0.25,2024-03-09,,810,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"147,031",14,0
simplesurance/bunny,community,0.10.0,2022-11-14,,1290,,,✅,,,,✅,,,4,0,0,0,0,0,0,3,4,,"146,593",11,0
PMI-DEEP-Infra/wafrule,community,1.2.3,2023-07-21,,1041,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"146,447",7,0
nullstone-io/restapi,community,0.1.3,2022-08-24,,1372,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"146,282",4,0
yi-jiayu/telegram,community,0.3.1,2023-01-15,,1229,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,"145,691",2,0
r-t-m/azurerm,community,3.39.1,2023-01-17,,1226,,,✅,,,,✅,,,910,0,292,0,0,0,0,8,"1,202",,"145,294",118,94
cyrilgdn/vault,community,2.23.5,2022-09-14,,1352,,,✅,,,,✅,,,98,0,17,0,0,0,0,1,115,,"144,820",13,0
jbunce/pingdom,community,6.6.7,2020-08-24,,2103,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"143,992",1,0
harrydevnull/kmi,community,0.3.0,2025-02-26,,455,,,,✅,,✅,,,,7,0,2,0,0,0,0,0,9,,"142,895",17,0
CiscoDevNet/sdwan,partner,0.11.2,2026-05-18,,10,,,,✅,,✅,,,,247,0,248,0,0,0,0,4,495,,"142,413",45,19
QualiTorque/torque,community,0.8.7,2026-03-10,,78,,,,✅,,✅,,,,43,0,10,0,0,0,0,0,53,,"142,359",69,0
3191110276/appdynamics,community,0.1.1,2021-02-04,,1938,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"142,249",82,0
apono-io/apono,community,1.9.3,2026-05-06,,21,,,,✅,,✅,,,,11,0,9,0,0,0,0,3,20,,"142,135",34,2
openHPI/icinga2,community,0.6.0-b3,2022-03-18,,1531,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"141,915",5,0
vmware-tanzu/carvel,partner,0.11.0,2021-12-09,,1630,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"141,019",2,0
authlete/authlete,community,1.3.17,2025-09-24,,246,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"139,990",33,0
rad-security/rad-security,community,1.1.8,2026-05-01,,26,,,✅,,,,✅,,,5,0,0,0,0,0,0,4,5,,"139,808",11,1
numtide/secret,community,1.2.1,2022-06-29,,1429,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"139,519",2,0
menandmice/menandmice,community,0.4.1,2024-04-12,,775,,,✅,,,,✅,,,5,0,8,0,0,0,0,0,13,,"139,478",5,0
umich-vci/bluecat,community,0.6.0,2025-07-14,,317,,,,✅,,✅,,,,5,0,5,0,0,0,0,0,10,,"139,426",12,0
lewispeckover/template,community,2.2.2,2022-08-12,,1385,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"138,350",2,0
scastria/msgraph,community,0.1.18,2025-01-24,,488,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,"137,215",18,3
bartekbp/uptimerobot,community,0.10.0,2022-02-07,,1570,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,"136,833",2,0
CiscoDevNet/fmc,partner,2.3.0,2026-04-24,,34,,,,✅,,✅,,,,184,0,219,0,0,0,0,2,403,,"134,541",42,8
DrFaust92/cassandra,community,1.1.4,2022-02-16,,1562,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"134,075",3,0
ngrok/ngrok,partner,0.7.0,2026-01-23,,124,,,✅,,,,✅,,,22,0,0,0,0,0,0,0,22,,"133,265",20,0
jojand/argocd,community,2.3.2,2021-11-24,,1646,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"132,486",1,0
figma/figma,community,0.0.3,2023-10-05,,965,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"132,324",3,0
ubiquiti-community/unifi,community,0.41.25,2026-03-13,,75,,,,✅,,✅,,,,21,0,11,0,5,1,0,0,38,,"132,316",27,0
Yantrio/tfutils,community,0.1.0,2024-03-07,,811,,,,✅,,✅,,,,0,0,0,0,0,0,3,0,3,,"132,158",1,0
grulicht/portainer,community,1.3.1,2025-04-16,,407,,,✅,,,,✅,,,53,0,0,0,0,0,0,0,53,,"132,119",20,0
trevex/dns-gssapi,community,0.2.1,2020-11-26,,2009,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"131,937",2,0
bluemill/jose,community,1.0.0,2021-08-27,,1734,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"131,633",1,0
CrunchyData/crunchybridge,partner,0.3.0,2025-02-06,,475,,,✅,,,,✅,,,1,0,6,0,0,0,0,4,7,,"130,103",3,0
threefoldtech/grid,community,1.11.6,2026-03-26,,62,,,✅,,,,✅,,,7,0,1,0,0,0,0,0,8,,"129,831",99,0
sHesl/imagesync,community,0.0.8,2021-03-13,,1901,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"129,177",8,0
dburianov/gpg,community,0.2.7,2025-10-12,,227,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"128,886",9,0
Kong/kong-gateway,community,1.1.0,2026-04-24,,34,,,,✅,,✅,,,,144,0,0,0,0,0,0,0,144,,"128,731",13,0
robgmills/namecheap,community,1.7.0,2021-02-11,,1932,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,"128,202",4,0
digitalpoetry/redash,community,0.9.0,2022-02-24,,1554,,,✅,,,,✅,,,8,0,7,0,0,0,0,0,15,,"127,618",6,0
joshuarose/cognito,community,0.1.0,2021-02-21,,1921,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"126,990",1,1
EventStore/eventstorecloud,community,1.6.0,2025-01-16,,496,,,✅,,,,✅,,,9,0,2,0,0,0,0,3,11,,"126,489",30,0
artemvang/stripe,community,1.6.3,2023-02-08,,1204,,,✅,,,,✅,,,9,0,0,0,0,0,0,0,9,,"126,322",3,0
jkossis/garage,community,1.0.4,2025-11-06,,202,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,"125,858",5,0
streamsec-terraform/streamsec,community,1.13.3,2026-04-21,,37,,,,✅,,✅,,,,7,0,3,0,0,0,0,0,10,,"125,750",21,0
northpolesec/nps,community,1.0.4,2026-03-16,,72,,,,✅,,✅,,,,6,0,0,0,0,0,0,0,6,,"125,685",5,0
ekristen/git,community,1.3.4,2023-05-09,,1114,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"125,610",9,0
infobloxopen/b1ddi,partner,0.1.5,2023-11-16,,923,,,✅,,,,✅,,,9,0,11,0,0,0,0,0,20,,"125,159",6,0
inuits/cortex,community,0.0.3,2021-02-04,,1938,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"124,482",3,0
figma/aws-4-49-0,community,4.49.0,2023-01-14,,1230,,,✅,,,,✅,,,"1,131",0,433,0,0,0,0,6,"1,564",,"124,122",1,190
thousandeyes/thousandeyes,partner,3.2.2,2026-05-07,,21,,,✅,,,,✅,,,23,0,6,0,0,0,0,5,29,,"123,932",54,0
abergmeier/skopeo,community,0.0.4,2021-12-26,,1614,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"123,309",4,0
a10networks/thunder,partner,1.5.0,2025-12-19,,160,,,✅,,,,✅,,,"2,633",0,993,0,0,0,0,4,"3,626",,"122,822",53,1
allenxiang/vault,community,2.21.0-bay,2021-06-19,,1803,,,✅,,,,✅,,,95,0,17,0,0,0,0,1,112,,"122,336",1,0
webbankir/apisix,community,0.0.26,2022-07-08,,1419,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,"121,775",22,0
shebang-labs/postmark,community,0.2.4,2023-06-21,,1072,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,"121,513",4,0
simon-engledew/postgresql,community,1.26.0,2026-03-02,,87,,,✅,,,,✅,,,16,0,3,0,0,0,0,0,19,,"121,456",1,0
symopsio/sym,partner,3.6.0,2023-12-05,,904,,,✅,,,,✅,,,11,0,4,0,0,0,0,2,15,,"121,335",86,0
0UserName/rabbitmq,community,1.9.1,2023-06-05,,1087,,,✅,,,,✅,,,12,0,4,0,0,0,0,1,16,,"121,247",4,0
terraform-kops/kops,community,1.35.0,2026-03-18,,70,,,✅,,,,✅,,,3,0,4,0,0,0,0,1,7,,"121,066",26,0
sethvargo/berglas,community,0.3.0,2022-12-31,,1243,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"121,008",3,0
mavimo/drone,community,0.12.1,2025-05-12,,380,,,✅,,,,✅,,,6,0,9,0,0,0,0,0,15,,"120,721",15,0
brightbox/brightbox,partner,3.4.3,2023-07-14,,1049,,,✅,,,,✅,,,12,0,5,0,0,0,0,0,17,,"118,356",34,0
osherdp/credsfetch,community,0.1.4,2025-08-11,,289,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"116,607",5,0
ExB-Group/uptimerobot,community,0.9.4,2023-07-11,,1051,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"116,251",1,0
anexia-it/anxcloud,partner,0.11.0,2026-05-04,,24,,,,✅,,✅,,,,17,0,15,0,0,0,0,1,32,,"115,908",37,0
pinecone-io/pinecone,partner,3.0.0,2026-03-03,,86,,,,✅,,✅,,,,4,0,6,0,0,0,0,0,10,,"115,699",10,0
innovationnorway/tfvars,community,0.0.1,2021-01-19,,1955,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"114,992",1,0
cobbler/cobbler,community,4.1.1,2025-02-20,,461,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"113,749",6,0
at-wat/ucodecov,community,1.1.1,2025-02-18,,464,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"113,274",12,0
vsabella/mssql,community,0.0.8,2026-01-23,,124,,,,✅,,✅,,,,7,0,0,0,0,0,0,0,7,,"112,785",6,0
wilac-pv/ks3,community,1.0.125,2023-03-24,,1161,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"112,769",119,0
ksoclabs/ksoc,community,0.1.0,2023-11-10,,930,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"112,570",9,0
mingfang/k8s,community,1.0.7,2026-05-13,,14,,,✅,,,,✅,,,74,0,0,0,0,0,0,0,74,,"112,303",9,0
johanneswuerbach/sshtunnel,community,0.2.3,2026-03-19,,70,,,,✅,,✅,,,,0,0,0,1,0,0,0,0,1,,"112,161",7,0
up42/pingdom,community,1.1.7,2022-03-15,,1534,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"112,021",3,0
carwow/hirefire,community,0.8.0,2025-09-22,,247,,,✅,,,,✅,,,7,0,1,0,0,0,0,0,8,,"111,648",15,0
nops-io/nops,community,0.2.1,2025-01-13,,499,,,,✅,,✅,,,,4,0,1,0,0,0,0,0,5,,"111,269",10,0
ClouDNS/cloudns,community,1.0.10,2025-05-22,,371,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"110,827",11,0
fetch-rewards/confluent-schema-registry,community,1.4.0,2024-10-18,,586,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"110,796",8,0
scastria/postman,community,0.1.21,2025-06-13,,349,,,✅,,,,✅,,,6,0,1,0,0,0,0,0,7,,"110,408",21,0
Basis-Theory/basistheory,community,5.0.0,2026-03-18,,70,,,✅,,,,✅,,,6,0,0,0,0,0,0,2,6,,"110,329",27,0
tsuru/acl,community,0.2.0,2024-04-03,,784,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"110,278",5,0
hashicorp/salesforce,community,0.1.0,2022-02-23,,1555,,,,,,,,,,3,0,2,0,0,0,0,0,5,,"109,959",1,0
schubergphilis/influx,community,0.2.3,2024-03-04,,815,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"109,230",8,0
eLobeto/rancher,community,1.5.1,2020-08-13,,2113,,,✅,,,,✅,,,9,0,3,0,0,0,0,0,12,,"108,736",1,0
Icinga/icinga2,partner,0.6.0,2025-12-11,,167,,,,✅,,✅,,,,6,0,0,0,0,0,0,0,6,,"108,615",3,0
a0s/bitbucket,community,1.4.2,2022-03-30,,1519,,,✅,,,,✅,,,8,0,1,0,0,0,0,0,9,,"108,604",5,0
Lucky3028/discord,community,2.7.0,2026-05-18,,9,,,✅,,,,✅,,,19,0,7,0,0,0,0,0,26,,"108,334",34,0
tieto-cem/jwk,community,1.2.0,2025-05-07,,386,,,,✅,,✅,,,,4,0,0,0,0,0,1,0,5,,"107,988",4,0
e-breuninger/ignition,community,1.0.5,2024-02-27,,820,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"107,619",6,0
snowplow-devops/snowplow,community,0.7.4,2025-02-24,,458,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"107,369",10,0
IvanBrykalov/vstack,community,1.0.2,2025-01-05,,508,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"106,438",3,0
bkamin29/ultradns,community,1.0.4,2022-01-31,,1578,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"106,428",5,0
TomTucka/circleci,community,0.5.0,2022-02-15,,1562,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"105,987",6,0
NGENIX/ngenix,community,1.0.5,2025-04-11,,411,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"105,846",3,0
yardstick/mailtrap,community,0.0.3,2023-08-03,,1028,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,"105,493",4,0
render-oss/render,partner,1.8.0,2025-11-20,,188,,,,✅,,✅,,,,16,0,16,0,0,0,0,0,32,,"105,489",25,0
nullstone-io/ns,partner,0.9.0,2026-04-30,,27,,,✅,,,,✅,,,2,0,8,0,0,0,0,0,10,,"105,354",58,0
phoenixnap/pnap,partner,0.32.0,2026-05-20,,8,,,✅,,,,✅,,,10,0,17,0,0,0,0,0,27,,"105,028",49,0
openx/gcp-ipam-autopilot,community,0.5.0,2022-11-17,,1287,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"104,656",2,0
Commvault/commvault,partner,1.2.16,2026-04-21,,36,,,✅,,,,✅,,,43,0,21,0,0,0,0,0,64,,"104,568",21,11
a10networks/vthunder,partner,1.5.0,2025-12-19,,160,,,✅,,,,✅,,,"2,633",0,993,0,0,0,0,4,"3,626",,"103,200",52,1
mondoohq/mondoo,partner,0.39.0,2026-04-29,,28,,,,✅,,✅,,,,47,0,5,0,0,0,0,0,52,,"102,276",63,0
wasfree/uptrends,community,0.2.3,2022-12-05,,1269,,,✅,,,,✅,,,8,0,0,0,0,0,0,0,8,,"102,158",4,0
CiscoDevNet/nxos,partner-premier,0.13.1,2026-05-23,,4,,,,✅,,✅,,,,48,0,46,0,0,1,0,6,95,,"102,099",43,10
petetanton/cachet,community,0.0.16,2025-10-14,,226,,,✅,,,,✅,,,5,0,4,0,0,0,0,0,9,,"101,746",15,0
tatsuo48/sendgrid,community,0.1.8,2022-02-27,,1551,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"101,492",7,0
flovouin/metabase,community,0.14.1,2026-02-03,,113,,,,✅,,✅,,,,9,0,4,0,0,0,0,0,13,,"100,472",20,0
Juniper/apstra,partner,0.102.0,2026-05-01,,26,,,,✅,,✅,,,,60,0,90,1,0,0,0,0,151,,"100,430",144,8
aperigault/tss,community,1.0.7,2022-09-28,,1337,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"100,392",3,0
Terraform-for-Proxmox/proxmox,community,0.0.1,2023-12-21,,888,,,✅,,,,✅,,,3,0,0,0,0,0,0,2,3,,"100,224",1,0
cvbarros/teamcity,community,1.0.1,2020-10-14,,2052,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,"100,099",1,0
SurveyMonkey/sparkpost,community,0.2.12,2025-02-11,,470,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"99,463",8,0
hoophq/hoop,community,0.0.20,2026-04-24,,33,,,,✅,,✅,,,,7,0,0,0,0,0,0,2,7,,"99,419",21,0
csabakollar/pshdns,community,0.0.16,2021-10-27,,1674,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"99,257",15,0
HewlettPackard/oneview,partner,10.2.0-13,2025-08-28,,273,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"99,162",31,0
tozny/tozny,community,0.27.0,2024-09-13,,621,,,✅,,,,✅,,,23,0,4,0,0,0,0,0,27,,"99,141",37,0
brittandeyoung/awsteam,community,1.1.0,2024-03-26,,792,,,,✅,,✅,,,,5,0,2,0,0,0,0,0,7,,"98,680",5,0
delphix-integrations/delphix,partner,4.2.1,2026-02-18,,98,,,✅,,,,✅,,,9,0,0,0,0,0,0,1,9,,"98,563",23,0
bizenn/timeconv,community,0.3.3,2025-04-15,,408,,,,✅,,✅,,,,0,0,1,0,0,0,9,0,10,,"98,083",9,0
couchbasecloud/couchbase-capella,partner,1.8.1,2026-05-01,,27,,,,✅,,✅,,,,41,0,49,0,0,0,0,15,90,,"97,846",16,0
wangjiaxi90/hashdata,community,0.1.23,2021-11-23,,1646,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"97,635",50,0
PaloAltoNetworks/scm,partner,1.0.11-beta.1,2026-05-27,,0,,,,✅,,✅,,,,129,0,252,0,0,14,0,0,395,,"96,322",26,0
BeyondTrust/passwordsafe,community,1.2.2,2026-05-20,,7,,,✅,,,,✅,,,14,0,11,2,0,0,0,0,27,,"96,195",10,0
gavinbunney/restapi,community,1.15.4,2021-07-01,,1791,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"96,054",1,0
mackerelio-labs/mackerel,community,0.9.1,2026-04-09,,49,,,✅,,,,✅,,,11,0,12,0,0,0,0,0,23,,"95,815",28,7
cloudandthings/javascript,community,0.0.2,2022-07-19,,1408,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"95,799",1,0
nirmata/nirmata,partner,1.1.13,2023-07-24,,1039,,,✅,,,,✅,,,21,0,0,0,0,0,0,0,21,,"95,200",42,0
mmichaelb/redshift,community,1.10.0,2025-01-17,,496,,,,✅,,✅,,,,8,0,5,0,0,0,0,0,13,,"95,020",9,0
mezmo/mezmo,community,6.0.0,2026-04-27,,30,,,,✅,,✅,,,,67,0,0,0,0,0,0,0,67,,"94,805",31,0
JamesWoolfenden/bridgecrew,community,0.3.0,2022-06-07,,1451,,,✅,,,,✅,,,4,0,17,0,0,0,0,0,21,,"94,647",33,0
olidacombe/dirtree,community,0.0.1,2021-09-01,,1729,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"94,633",1,0
SamsungSDSCloud/samsungcloudplatform,partner,3.18.0,2026-04-09,,48,,,✅,,,,✅,,,82,0,157,0,0,0,0,0,239,,"94,449",21,47
persona-id/stablepairer,community,1.1.4,2026-04-29,,29,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"94,149",6,0
langfuse/langfuse,community,0.6.0,2026-04-28,,30,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,"94,058",5,0
ni/azuredevops,community,0.4.6,2023-04-19,,1134,,,✅,,,,✅,,,75,0,19,0,0,0,0,6,94,,"93,735",21,0
cloudsigma/cloudsigma,partner,2.9.0,2024-07-28,,668,,,✅,,,,✅,,,5,0,9,0,0,0,0,1,14,,"92,941",36,0
yugabyte/ybm,community,1.0.32,2026-05-27,,1,,,,✅,,✅,,,,18,0,6,0,0,0,0,2,24,,"92,578",55,0
isometry/faws,community,5.84.2,2025-02-10,,471,,,✅,,,,✅,,,"1,477",0,593,7,0,0,3,8,"2,080",,"92,388",1,238
dariusbakunas/opentoolchain,community,0.15.5,2021-12-17,,1622,,,✅,,,,✅,,,10,0,10,0,0,0,0,0,20,,"92,270",39,0
yarlson/jenkins,community,0.9.10,2021-12-08,,1631,,,✅,,,,✅,,,7,0,4,0,0,0,0,0,11,,"91,766",10,0
clearhaus/humio,community,1.0.1,2026-01-13,,134,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"91,745",10,0
davidkl97/airflow,community,0.1.0,2024-11-29,,544,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,"91,463",1,0
ukfast/ecloud,community,2.7.0,2022-09-27,,1338,,,✅,,,,✅,,,24,0,31,0,0,0,0,0,55,,"91,179",30,0
psychopenguin/gandi,community,2.0.0-rc3,2020-10-01,,2065,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"90,496",1,0
iherbllc/paralus,community,0.0.48,2024-05-01,,756,,,✅,,,,✅,,,3,0,6,0,0,0,0,0,9,,"90,295",26,0
orobix/azureml,community,0.0.5,2022-05-09,,1479,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"90,289",5,0
usmansharifkhan/statuspage,community,1.0.0,2022-05-05,,1483,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"90,249",1,0
vatesfr/xenorchestra,community,0.38.0,2026-04-28,,30,,,✅,,,,✅,,,7,0,12,0,0,0,0,0,19,,"89,670",19,0
innovationnorway/domeneshop,community,0.1.0,2021-01-11,,1962,,,✅,,,,✅,,,2,0,6,0,0,0,0,0,8,,"89,555",1,0
winebarrel/redash,community,1.4.0,2026-04-29,,28,,,✅,,,,✅,,,9,0,7,0,0,0,0,0,16,,"89,011",12,0
allence-tunisie/atn-utils,community,1.0.0,2020-11-17,,2017,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,"88,995",3,0
Tweddle-SE-Team/insightops,community,0.0.3,2020-11-14,,2020,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,"88,985",3,0
sonatype-nexus-community/sonatyperepo,community,1.8.2,2026-05-28,,0,,,,✅,,✅,,,,101,0,17,0,0,0,0,0,118,,"88,689",46,0
THG-Headless/altitude,community,0.0.11,2024-07-17,,680,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,"88,657",8,0
pecigonzalo/kafka,community,0.5.1,2024-09-04,,631,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,"88,165",7,0
banyansecurity/banyan,community,1.2.16,2025-11-12,,196,,,✅,,,,✅,,,19,0,5,0,0,0,0,0,24,,"88,075",42,0
billinghamj/rancher,community,1.5.2,2021-03-22,,1892,,,✅,,,,✅,,,9,0,3,0,0,0,0,0,12,,"87,765",1,0
kyma-incubator/kind,community,0.0.11,2021-11-09,,1660,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"87,732",7,0
zywillc/kafka,community,1.0.1,2021-12-15,,1624,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"87,573",2,0
pbobov/ssm,community,0.2.3,2023-06-14,,1079,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"87,478",10,0
patrizio-spagnardi-gm/azurerm,community,3.37.0,2023-03-17,,1167,,,✅,,,,✅,,,899,0,283,0,0,0,0,8,"1,182",,"87,426",1,95
Progressive-Insurance/pgrmongodb,community,1.0.1,2025-04-08,,414,,,,✅,,✅,,,,3,0,2,0,0,0,0,0,5,,"87,280",2,0
CircleCI-Public/circleci,community,0.3.7,2026-05-27,,0,,,,✅,,✅,,,,11,0,9,0,0,0,0,0,20,,"86,352",11,0
