Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
eduardchai/tableau,community,0.1.3,2023-10-09,,962,,,,✅,,✅,,,,3,0,2,0,0,0,0,0,5,,"2,977",3,0
curve-technology/confluent-schema-registry,community,0.1.0,2021-07-09,,1783,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,975",1,0
ChristopherNagl/microsoftfabric,community,0.5.1,2024-08-23,,643,,,,✅,,✅,,,,15,0,0,0,0,0,0,0,15,,"2,974",5,0
core928347562/okzmcwyqfd,community,1.0.3,2023-03-06,,1178,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,974",3,0
kscloud/dtekt,community,0.0.2,2021-03-17,,1897,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,972",1,0
albrechtflo-hg/confluentcloud,community,0.0.11-pre,2021-06-18,,1805,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,970",1,0
cisco-open/observability,partner,0.0.2,2024-04-26,,761,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,"2,963",2,0
im2nguyen/hashicup,community,0.2.0,2021-04-19,,1864,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"2,962",1,0
nlamirault/slack,community,0.0.1,2020-10-05,,2060,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,962",1,0
halter/airflow,community,0.0.7-pre,2024-10-03,,602,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,"2,960",5,0
Fourth-Floor-Creative/artifactregistry,community,0.2.9,2023-05-13,,1110,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,960",6,0
capitalonline/cds,community,1.4.10,2024-10-28,,577,,,✅,,,,✅,,,13,0,13,0,0,0,0,0,26,,"2,958",5,0
ofzhur/inwx,community,0.3.1,2021-02-10,,1932,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,955",1,0
nullstone-io/awsex,partner,0.1.3,2024-10-01,,603,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,"2,954",4,0
cybershard/docker,community,1.0.0,2021-05-27,,1827,,,✅,,,,✅,,,9,0,3,0,0,0,0,0,12,,"2,953",1,0
opsheaven/hetzner,community,0.2.0,2024-03-04,,814,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,"2,953",4,0
marceloalmeida/openfaas,community,3.2.0,2020-10-21,,2044,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,950",1,0
porscheinformatik/ec,community,0.1.0,2020-12-14,,1991,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,949",1,0
dvulpe/flux,community,0.0.1,2020-10-17,,2049,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,947",1,0
tiennguyenskedulo/looker,community,1.0.2,2022-11-23,,1282,,,✅,,,,✅,,,13,0,0,0,0,0,0,0,13,,"2,946",4,0
GreyNoise-Intelligence/greynoise,community,0.6.0,2024-09-21,,614,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,"2,945",7,0
gopiio/netbox,community,4.3.6,2025-08-28,,273,,,✅,,,,✅,,,83,0,45,0,0,0,0,0,128,,"2,941",27,8
logand22/testing,community,0.1.2,2021-09-23,,1707,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,940",1,0
relay-sandbox/google,community,3.67.0-internal.1,2021-04-29,,1855,,,✅,,,,✅,,,353,0,94,0,0,0,0,7,447,,"2,939",1,78
jermarchand/keycloak,community,3.8.2,2022-06-10,,1447,,,✅,,,,✅,,,69,0,14,0,0,0,0,0,83,,"2,938",1,0
oremj/dinopark,community,0.0.1,2021-04-21,,1863,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,933",1,0
castelln/aws,community,3.30.1,2021-08-22,,1740,,,✅,,,,✅,,,772,0,263,0,0,0,0,4,"1,035",,"2,931",1,137
toowoxx/ssh,community,1.0.1,2021-11-08,,1661,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,931",1,0
loafoe/grafana,community,1.9.1,2021-03-15,,1899,,,✅,,,,✅,,,10,0,0,0,0,0,0,0,10,,"2,929",1,0
viettelcloud-provider/viettelidc,community,1.38.6,2024-05-27,,731,,,✅,,,,✅,,,76,0,39,0,0,0,0,0,115,,"2,928",7,8
jgrancell/discourse,community,0.1.0,2021-02-22,,1920,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,927",1,0
gjabell/borgbase,community,0.1.1,2023-02-04,,1208,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"2,924",2,0
virtualguy/unifi,community,0.0.3,2023-02-28,,1185,,,✅,,,,✅,,,17,0,7,0,0,0,0,2,24,,"2,921",2,0
prod9/discord,community,0.0.4,2021-06-24,,1798,,,✅,,,,✅,,,10,0,6,0,0,0,0,0,16,,"2,920",2,0
devops-unitybars/rancher-2,community,1.0.2,2025-06-12,,349,,,✅,,,,✅,,,44,0,26,0,0,0,0,1,70,,"2,920",3,0
ekasin/docusign,community,0.2.1,2021-06-09,,1814,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,919",1,0
jdavanne/xmft,community,0.0.13,2024-09-26,,608,,,,✅,,✅,,,,60,0,2,0,0,0,0,0,62,,"2,916",11,0
elacy/pfsense,community,0.0.6,2024-10-04,,600,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,"2,915",3,0
ClimatePartner/keycloak,community,2.1.0-pre,2020-11-25,,2009,,,✅,,,,✅,,,48,0,10,0,0,0,0,0,58,,"2,913",1,0
rlmartin/postgresql,community,1.29.3,2026-05-27,,0,,,✅,,,,✅,,,17,0,3,0,0,0,0,0,20,,"2,909",8,0
enable-la/aws-deadline,community,1.0.12,2025-01-11,,501,,,,✅,,✅,,,,9,0,0,0,0,0,0,0,9,,"2,908",13,0
dtekt/dtekt,community,0.0.2,2021-03-17,,1897,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,908",1,0
xDarksome/libp2p,community,0.1.1,2023-12-25,,884,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,908",2,0
chilicat/getter,community,0.0.4,2022-01-13,,1595,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,905",1,0
Janrupf/influxdb-v2,community,0.4.6,2022-11-13,,1291,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,"2,905",2,0
streamdal/streamdal,community,0.1.4,2024-03-18,,800,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,898",5,0
gauravsagar26/check,community,1.0.8,2021-09-23,,1707,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,894",1,0
dackerman/demostore,community,1.1.0,2025-06-09,,352,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,"2,893",17,0
ondrejsika/linodex,community,1.0.0,2020-08-26,,2100,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,889",1,0
the-noid/dominos,community,0.1.0,2022-01-25,,1583,,,✅,,,,✅,,,1,0,4,0,0,0,0,0,5,,"2,888",1,0
sys-int/osdns,community,1.0.6,2022-11-28,,1276,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,888",4,0
Subreptivus/azurerm,community,2.60.0,2021-05-24,,1829,,,✅,,,,✅,,,598,0,197,0,0,0,0,8,795,,"2,887",1,78
eh-steve/kafka,community,0.6.1,2024-02-29,,818,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"2,884",3,0
Chriscbr/momento,community,0.1.2,2024-03-09,,810,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,"2,884",3,0
iosifnicolae2/routeros,community,1.1.6,2022-11-29,,1275,,,✅,,,,✅,,,22,0,4,0,0,0,0,0,26,,"2,884",4,0
4gsim/kubectl,community,1.14.1,2022-07-22,,1405,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,"2,882",1,0
sendsmaily/definednet,community,0.3.3,2026-02-25,,92,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,"2,878",17,0
rerichardjr/ipify,community,1.0.0,2023-05-24,,1099,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,878",1,0
michieldhadamus/azuread,community,2.3.1,2021-09-08,,1722,,,✅,,,,✅,,,12,0,10,0,0,0,0,6,22,,"2,876",1,10
unicell/scaffolding,community,0.0.2,2020-08-18,,2109,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,875",2,0
Fourth-Floor-Creative/containerregistry,community,0.2.9,2023-05-13,,1110,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,874",7,0
POps-Rox/azutils,community,1.0.9,2026-04-20,,38,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,871",5,1
lovi-cloud/lovi,community,1.0.1,2021-12-12,,1628,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,870",1,0
specifai-net/aws,community,6.27.100,2026-01-08,,139,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,868",3,0
lukaszpiglowski/opsgenie-reviewed,community,1.0.4,2022-08-02,,1394,,,,✅,,✅,,,,19,0,6,0,0,0,0,0,25,,"2,868",2,0
wangjiaxi90/hashdata-database,community,0.0.2,2021-10-12,,1689,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,865",1,0
twilliate/twilliate,community,0.2.0,2022-12-04,,1270,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"2,862",2,0
uyuni-project/libvirt,community,0.6.11-1,2021-11-16,,1653,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"2,860",1,0
jakuboskera/todo,community,0.2.0,2023-02-22,,1191,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,860",2,0
ilpianista/nexus,community,1.10.2-sd,2020-10-23,,2042,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,856",1,0
marceloalmeida/dnshelper,community,0.5.1,2026-04-07,,50,,,,✅,,✅,,,,0,0,0,0,0,0,3,0,3,,"2,854",12,0
timo-terraform-gitlab-bridge/gpgupdate,community,1.0.2,2022-10-31,,1304,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,854",3,0
devindice/sambadns,community,1.0.1,2026-02-04,,112,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,854",2,0
relay-sandbox/auth0,community,0.29.0-pre1,2022-03-18,,1531,,,✅,,,,✅,,,24,0,3,0,0,0,0,1,27,,"2,853",1,0
andrewmeissner/kafka,community,0.1.1,2021-10-17,,1684,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,852",1,0
jblackburn21/couchbase,community,0.1.0,2022-02-04,,1573,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,"2,851",1,0
guru-terraform/docker,community,3.0.16,2024-09-01,,633,,,✅,,,,✅,,,10,0,5,0,0,0,0,0,15,,"2,850",5,0
anton-kachurin/helmfile,community,0.13.5-pre,2021-03-01,,1913,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,850",1,0
wx-one/wx-one,community,0.2.5,2025-09-25,,245,,,,✅,,✅,,,,7,0,3,0,0,0,0,0,10,,"2,850",15,0
lukekaalim/immutable-elastic-beanstalk,community,2.0.4,2021-01-12,,1961,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,848",3,0
vponojko-terraform/appmixer,community,0.1.0,2025-04-18,,405,,,✅,,,,✅,,,2,0,5,0,0,0,0,1,7,,"2,845",13,0
gustavo-bolis/jumpserver,community,1.1.6,2025-07-03,,328,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,"2,841",7,0
gaima8/minio,community,1.0.0,2021-03-26,,1888,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,841",1,0
reyerstudio/tls,community,4.0.4-1,2023-09-02,,998,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,"2,841",1,0
edgenextapisdk/edgenext,community,1.3.7,2026-05-20,,8,,,✅,,,,✅,,,72,0,83,0,0,0,0,0,155,,"2,840",26,9
madewithlove/forge,community,0.0.3,2023-04-02,,1152,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,840",3,0
adovy/kafka,community,0.0.1,2026-03-05,,83,,,✅,,,,✅,,,4,0,2,0,0,0,0,5,6,,"2,838",1,0
nover/ec,community,0.0.1,2020-12-02,,2002,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,835",1,0
kraftcloud/kraftcloud,community,0.2.0,2023-12-19,,890,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,"2,835",3,0
amalucelli/nextdns,community,0.2.0,2024-02-11,,836,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,834",2,0
luminsports/bless,community,0.6.3,2023-07-11,,1052,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,"2,833",4,0
ktangsfs/kontent,community,1.0.2,2021-04-30,,1853,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,833",1,0
gopher-data/mycloud,community,0.3.4,2021-05-26,,1828,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,"2,831",1,0
qaoru/puppenc,community,0.1.0,2021-10-29,,1671,,,✅,,,,✅,,,5,0,5,0,0,0,0,0,10,,"2,831",1,0
lliao-a10/thunder,community,0.0.3,2023-02-23,,1190,,,✅,,,,✅,,,283,0,0,0,0,0,0,3,283,,"2,830",3,0
rialg/mysql,community,3.0.49,2024-01-30,,849,,,✅,,,,✅,,,8,0,1,0,0,0,0,0,9,,"2,825",4,0
blissapps/mssql,community,0.2.4,2021-04-29,,1854,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,821",1,0
meschbach/twsaws,community,0.1.1,2021-07-29,,1763,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,819",1,0
miton18/clevercloud,community,0.0.1,2022-04-27,,1491,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,"2,817",1,0
realglebivanov/aws-gamelift-matchmaking,community,5.0.3,2021-10-26,,1674,,,✅,,,,✅,,,741,0,254,0,0,0,0,4,995,,"2,816",1,135
manicminer/azurerm,community,10.4.0,2022-04-25,,1493,,,✅,,,,✅,,,770,0,238,0,0,0,0,7,"1,008",,"2,815",1,85
transcend-io/pulumi,community,0.0.2,2021-11-17,,1652,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,815",1,0
mecha-ci/drone,community,0.0.1,2022-03-05,,1545,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"2,811",1,0
sharekey/exoscale,community,1.0.0,2022-04-24,,1494,,,✅,,,,✅,,,24,0,13,0,0,0,0,1,37,,"2,811",1,1
ntropy-network/slack,community,1.0.1,2021-07-19,,1773,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,811",1,0
massdriver-cloud/utility,community,0.0.1,2022-11-18,,1287,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,811",1,0
jverce/aws,community,3.27.0,2021-02-04,,1938,,,✅,,,,✅,,,668,0,230,0,0,0,0,4,898,,"2,810",1,127
elifish4/cftest,community,0.0.49,2021-05-25,,1828,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,"2,809",1,0
kuwas/git,community,0.3.3,2020-08-26,,2101,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,803",1,0
arexio/docker,community,0.0.2,2023-03-14,,1170,,,✅,,,,✅,,,10,0,5,0,0,0,0,0,15,,"2,801",1,0
askrella/ssh,community,0.1.9,2025-02-21,,460,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"2,800",10,0
xonvanetta/truenas,community,0.0.1,2021-07-03,,1789,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,"2,799",1,0
matokovacik/redshift,community,0.4.1-pre,2021-09-28,,1703,,,✅,,,,✅,,,9,0,5,0,0,0,0,0,14,,"2,792",1,0
abergmeier/hash,community,0.0.1,2021-12-08,,1631,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,788",1,0
tomjohnburton/kamatera,community,1.0.1,2021-04-21,,1862,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,787",1,0
rhysmdnz/alicloud-fc-url,community,0.0.7,2024-11-11,,563,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,784",5,0
paultyng/twitter,community,0.1.0,2020-09-11,,2084,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,"2,784",1,0
migarae/panos,community,1.8.4,2021-04-23,,1861,,,✅,,,,✅,,,150,0,45,0,0,0,0,3,195,,"2,783",1,17
maroux/github,community,1005.5.0,2022-10-26,,1309,,,✅,,,,✅,,,44,0,32,0,0,0,0,0,76,,"2,782",2,0
opaas-cloud/hcloud-firewall-rule,community,1.1.0,2024-07-29,,668,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,782",11,0
chrispruitt/rundeck,community,1.0.0,2021-09-21,,1709,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,"2,781",1,0
WalletConnect/libp2p,community,0.1.0,2024-02-14,,834,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,780",1,0
OnePointCollab/ocp,community,0.1.6,2024-06-17,,709,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,"2,777",7,0
The-DevOps-Daily/validatefx,community,0.11.2,2025-12-03,,175,,,✅,,,,✅,,,0,0,0,0,0,0,68,1,68,,"2,777",24,1
skudriavtsev/infoblox,community,2.2.10,2023-05-29,,1094,,,✅,,,,✅,,,18,0,10,0,0,0,0,0,28,,"2,775",4,0
TheYoxy/uptimerobot,community,0.5.2,2021-11-05,,1665,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,"2,775",1,0
phillebaba/flux,community,0.0.2,2020-10-30,,2036,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,774",1,0
spaceshuttl/discord,community,1.0.0-pre1,2020-10-15,,2050,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,772",1,0
deevus/truenas,community,0.16.0,2026-04-19,,39,,,,✅,,✅,,,,13,0,5,0,0,0,0,0,18,,"2,771",21,0
sproutfi/kafka,community,0.4.2,2022-01-04,,1604,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"2,769",1,0
WitoldSlawko/argocd,community,2.2.1,2022-02-07,,1570,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"2,766",1,0
startbridge/gandi,community,2.0.0-rc3,2021-11-24,,1645,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,766",1,0
akrantz01/manifest,community,1.1.0,2022-10-06,,1329,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,764",2,0
halradaideh/puppetca,community,2.2.0,2025-06-29,,332,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,761",2,0
ishtiaq79/example,community,1.0.1,2021-09-20,,1711,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,760",1,0
floatcap/netlify,community,0.6.13,2021-10-05,,1696,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"2,755",1,0
joeltio/ospath,community,0.0.3-alpha,2021-03-09,,1906,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,755",1,0
meterup/pingdom,community,1.1.6,2021-08-04,,1758,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,755",1,0
Sabrimjd/centreon,community,1.0.7,2025-03-19,,434,,,✅,,,,✅,,,1,0,5,0,0,0,0,2,6,,"2,751",12,0
kalsto/http,community,3.4.1,2023-09-28,,972,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,748",1,0
Wizehive/redis-keystore,community,0.0.1,2021-10-20,,1681,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,742",1,0
wish/eksoidc,community,0.0.1,2020-11-27,,2007,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,741",1,0
michael-richard-3r/gdrive,community,0.4.1,2021-08-18,,1743,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,741",1,0
EyevinnOSC/osc,community,0.7.1,2026-04-06,,52,,,,✅,,✅,,,,181,0,0,0,0,0,0,0,181,,"2,741",11,0
spencerdodd/proxmox,community,2.9.18,2023-12-15,,894,,,✅,,,,✅,,,3,0,0,0,0,0,0,2,3,,"2,740",1,0
ning-kang/crud,community,0.2.0,2023-06-01,,1092,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,"2,738",3,0
topicusonderwijs/octodns,community,1.2.0,2026-04-20,,38,,,,✅,,✅,,,,15,0,15,0,0,0,0,0,30,,"2,735",8,0
apolloclark/tss,community,1.0.6,2021-04-14,,1869,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,735",1,0
nicolascomete/ibm,community,2.0.6,2022-10-19,,1317,,,✅,,,,✅,,,366,0,447,0,0,0,0,1,813,,"2,733",5,37
paganopedro-ufsc/bitrix,community,1.0.4,2022-08-25,,1371,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,732",1,0
camarrone/test1,community,0.0.1,2021-06-22,,1800,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,728",1,0
smartcontracts/hexagate,community,0.4.1,2025-09-25,,244,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,727",11,0
ckhordiasma/nutanix,community,1.2.3,2022-01-16,,1593,,,✅,,,,✅,,,14,0,32,0,0,0,0,0,46,,"2,727",1,0
ippontech/anthropic,community,1.25.0,2026-05-27,,0,,,,✅,,✅,,,,8,0,18,0,0,0,0,0,26,,"2,722",46,7
robbert229/kubevip,community,1.0.0,2023-10-26,,944,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,722",6,0
davidalpert/contentstack-admin,community,0.3.0,2023-05-24,,1099,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"2,715",3,0
viettelops/openstack,community,1.54.0,2023-12-19,,891,,,✅,,,,✅,,,105,0,53,0,0,0,0,0,158,,"2,713",2,16
PaloAltoNetworks/prismasase-vmware,partner,2.0.0,2026-04-08,,49,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,712",11,0
peikk0/jsonnet,community,2.0.1,2022-03-23,,1527,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,706",1,0
md-magenta/kubectl,community,1.0.0-kustomize,2021-09-02,,1728,,,✅,,,,✅,,,2,0,5,0,0,0,0,0,7,,"2,706",1,0
raywall/raysouz,community,1.0.34,2025-12-23,,155,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,705",12,0
blacksd/statuscake,community,1.0.2,2021-06-15,,1807,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,705",1,0
living42/pve,community,0.1.1,2024-03-09,,810,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,701",2,0
tanzuformers/tmc,community,0.1.3,2021-10-03,,1697,,,✅,,,,✅,,,3,0,5,0,0,0,0,0,8,,"2,699",1,0
flowswiss/flow,community,1.1.1,2025-11-12,,197,,,,✅,,✅,,,,24,0,28,0,0,0,0,0,52,,"2,697",3,0
NathanDunning/github,community,1.0.0,2022-08-24,,1373,,,✅,,,,✅,,,41,0,22,0,0,0,0,0,63,,"2,697",1,0
myklst/st-digicert,community,0.1.3,2025-02-07,,475,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,697",4,0
invidian/libvirt,community,0.6.10-rc1,2021-07-02,,1790,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"2,693",1,0
mathianasj/das,community,0.1.1,2022-02-24,,1553,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,692",1,0
renaldyr/ovirt,community,3.1.25,2025-01-21,,492,,,✅,,,,✅,,,16,0,7,0,0,0,0,0,23,,"2,686",16,0
utilitywarehouse/megaport,community,0.2.0-rc.1,2020-10-16,,2049,,,✅,,,,✅,,,5,0,3,0,0,0,0,0,8,,"2,684",1,2
cdot65/junos-ike,community,0.0.1,2022-03-19,,1531,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,682",1,0
kulikovav/zabbix,community,0.17.4,2024-08-12,,654,,,✅,,,,✅,,,38,0,5,0,0,0,0,0,43,,"2,678",2,0
aquicore/igsentry,community,0.11.6,2023-09-26,,975,,,✅,,,,✅,,,12,0,7,0,0,0,0,0,19,,"2,672",4,0
yinzara/sendgrid,community,0.2.0,2021-03-24,,1891,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"2,669",1,0
jbuck/cis,community,0.2.1,2025-02-26,,455,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,668",5,0
roxy-wi/roxy-wi,community,1.5.3,2025-07-19,,313,,,✅,,,,✅,,,23,0,3,0,0,0,0,0,26,,"2,665",13,0
trentmillar/github,community,4.24.1,2022-04-21,,1498,,,✅,,,,✅,,,37,0,20,0,0,0,0,0,57,,"2,663",1,0
Virtual-Repetitions/fly,community,0.0.23,2022-10-25,,1311,,,,✅,,✅,,,,5,0,3,0,0,0,0,0,8,,"2,662",2,0
sumup-oss/vaulted-tfe,community,0.1.0,2021-04-06,,1877,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,660",1,0
webbankir/uptimerobot,community,0.0.3,2021-10-27,,1673,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,"2,658",1,0
beep31415/gitea,community,1.0.2,2023-05-22,,1101,,,,✅,,✅,,,,4,0,5,0,0,0,0,0,9,,"2,657",3,0
swissgiz/github,community,5.13.0,2023-01-05,,1238,,,✅,,,,✅,,,49,0,35,0,0,0,0,0,84,,"2,657",2,0
Spotnana-Tech/jumpcloud,community,1.0.8,2024-07-31,,666,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,"2,656",4,0
lumberyard/lumberyard,community,1.2.0,2026-04-01,,56,,,✅,,,,✅,,,0,0,1,0,0,0,1,0,2,,"2,656",20,0
drdaeman/onepassword,community,1.1.4,2022-01-27,,1582,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"2,655",1,0
vivekprahlad/teamcity,community,1.0.2-fork,2021-11-16,,1654,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,"2,655",1,0
pmw-rp/pmwrp,community,0.0.4,2023-11-29,,910,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,654",3,0
bpaquet/postgresql,community,1.17.1-auth-2,2022-10-13,,1323,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,"2,652",2,0
Linguition/fauna,community,0.1.1,2022-10-25,,1310,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"2,649",2,0
aiwantaozi/kaniko,community,0.0.3-dev2,2023-09-07,,994,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,649",6,0
camarrone/vsphere-custom,community,0.1.0,2021-06-22,,1800,,,✅,,,,✅,,,39,0,23,0,0,0,0,0,62,,"2,647",1,7
fuku2014/takenokonosato,community,1.0.0,2020-11-10,,2025,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,646",1,0
cdot65/junos-ex-vlans,community,0.0.1,2022-03-31,,1519,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,644",1,0
